place_id,name,description,is_spending_on_ads,reviews,competitors,website,owner_name,owner_profile_link,featured_image,main_category,categories,rating,workday_timing,closed_on,phone,address,review_keywords,link,added_status_m,email,domain,error,last_scanned,recheck_status,email_domain,email_domain_match,loca
ChIJ538LUaTFyhQRlNTjYdTKJsg,SAHIN HUKUK VE DANISMANLIK OFISI,,0,1,"Name: Sahin Hukuk Burosu & Avukat Satilmis Sahin
link: https://www.google.com/maps/search/%C5%9Eahin+Hukuk+B%C3%BCrosu+%26+Avukat+Sat%C4%B1lm%C4%B1%C5%9F+%C5%9Eahin/@40.912491599999996,29.177062600000003?authuser=0&entry=ttu
Reviews: 12 reviews

Name: Nurdan Sahin Hukuk & Danismanlik Burosu
link: https://www.google.com/maps/search/Nurdan+%C5%9Eahin+Hukuk+%26+Dan%C4%B1%C5%9Fmanl%C4%B1k+B%C3%BCrosu/@40.9081153,29.198612099999995?authuser=0&entry=ttu
Reviews: 1 reviews

Name: Sahin Hukuk Burosu (Av. Sevda Sahin Ihsanoglu)
link: https://www.google.com/maps/search/%C5%9Eahin+Hukuk+B%C3%BCrosu+%28Av.+Sevda+%C5%9Eahin+%C4%B0hsano%C4%9Flu%29/@40.9979247,29.106422199999997?authuser=0&entry=ttu
Reviews: 2 reviews

Name: SAHIN HUKUK BUROSU&AV.SEYIT AHMET SAHIN
link: https://www.google.com/maps/search/%C5%9EAH%C4%B0N+HUKUK+B%C3%9CROSU%26AV.SEY%C4%B0T+AHMET+%C5%9EAH%C4%B0N/@40.970168,29.100894?authuser=0&entry=ttu
Reviews: 0 reviews

Name: Avukat Sahin DOGAN Hukuk Burosu
link: https://www.google.com/maps/search/Avukat+%C5%9Eahin+DO%C4%9EAN+Hukuk+B%C3%BCrosu/@40.9163831,29.1888727?authuser=0&entry=ttu
Reviews: 2 reviews",http://www.sahinhukukofisi.com/,SAHIN HUKUK VE DANISMANLIK OFISI (Sahibi),https://www.google.com/maps/contrib/105803375658243069402,,Hukuk Burosu,Hukuk Burosu,5,08:30-18:00,"Cumartesi, Pazar",0543 392 86 07,"SAHIN HUKUK VE DANISMANLIK OFISI, ESENTEPE MAHALLESI MILANGAZ CADDESI GUNEY YAN YOLU NO:13 DUMANKAYA VIZYON RESIDENCE D BLOK KAT:2 DAIRE:115-116, 34870 Kartal",,https://www.google.com/maps/place/?q=place_id:ChIJ538LUaTFyhQRlNTjYdTKJsg,1,info@sahinhukukofisi.com,sahinhukukofisi.com,,,0,sahinhukukofisi.com,True,Mi̇langaz caddesi
ChIJNyfCT0m3yhQRbn_vj0RKubk,Dayslegal,,0,1,"Name: Dede Hukuk Burosu
link: https://www.google.com/maps/search/Dede+Hukuk+B%C3%BCrosu/@41.08326770000001,29.016734699999997?authuser=0&entry=ttu
Reviews: 11 reviews

Name: Yasar Law Office
link: https://www.google.com/maps/search/Ya%C5%9Far+Law+Office/@41.0805094,29.0151561?authuser=0&entry=ttu
Reviews: 0 reviews

Name: RAGY & PARTNERS LAW FIRM
link: https://www.google.com/maps/search/RAGY+%26+PARTNERS+LAW+FIRM/@41.080033199999995,29.022421?authuser=0&entry=ttu
Reviews: 0 reviews

Name: Lex Law Firm
link: https://www.google.com/maps/search/Lex+Law+Firm/@41.0803073,29.022375000000004?authuser=0&entry=ttu
Reviews: 1 reviews",http://www.dayslegal.com/,Dayslegal (Sahibi),https://www.google.com/maps/contrib/111525455551058456553,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=y0iFObf94fsdt-bv1C8OcQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=267.329&pitch=0&thumbfov=100,Hukuk Burosu,Hukuk Burosu,5,24 saat acik,"Cumartesi, Pazar",(0212) 939 68 84,"Levent, Dayslegal, Karanfil Sokagi No:13, 34000 Besiktas/Istanbul",,https://www.google.com/maps/place/?q=place_id:ChIJNyfCT0m3yhQRbn_vj0RKubk,1,info@dayslegal.com,dayslegal.com,,,0,dayslegal.com,True,Karanfi̇l sokagi
ChIJS9h-EgxdtRQRxBB9EVphIUc,DUMAN & SENER HUKUK BUROSU,,FALSE,,,https://www.dumansener.av.tr/,,,,Hukuk Burosu,,,,,(0212) 863 28 50,"DUMAN & SENER HUKUK BUROSU, Mimaroba Mahallesi, Mustafa Kemal Bulvari Coloris B, Blok, Daire 33, 34535 Buyukcekmece/Istanbul",,https://www.google.com/maps/place/DUMAN+%26+%C5%9EENER+HUKUK+B%C3%9CROSU/data=!4m7!3m6!1s0x14b55d0c127ed84b:0x4721615a117d10c4!8m2!3d41.0096693!4d28.5355634!16s%2Fg%2F11fszrd9gn!19sChIJS9h-EgxdtRQRxBB9EVphIUc?authuser=0&hl=tr&rclk=1,,info@dumansener.av.tr,dumansener.av.tr,,,0,dumansener.av.tr,True,Mi̇maroba mahallesi
ChIJA3M1_1q2yhQRd58CfXqjppQ,Karako & Karako,,FALSE,5,,http://www.karako.av.tr/,,,,Hukuk Hizmetleri,,5,,,(0212) 347 71 50,"Karako & Karako, Nevtron Is Merkezi No:119, Kat:8/B, Buyukdere Cd., 34394 Sisli/Istanbul",,https://www.google.com/maps/place/Karako+%26+Karako/data=!4m7!3m6!1s0x14cab65aff357303:0x94a6a37a7d029f77!8m2!3d41.067681!4d29.0046419!16s%2Fg%2F11cn5g8v7w!19sChIJA3M1_1q2yhQRd58CfXqjppQ?authuser=0&hl=tr&rclk=1,,info@karako.av.tr,karako.av.tr,,,0,karako.av.tr,True,Buyukdere caddesi
ChIJQ9YpPCylyhQRc38m_QmfyVE,Yayli Hukuk ve Danismanlik-Bagcilar Bosanma Avukati-Ceza Avukati-Miras Avukati-Deport Avukati-Icra Avukati-Is Avukati,,0,12,"Name: Avukat Safiye Karayel
link: https://www.google.com/maps/search/Avukat+Safiye+Karayel/@41.035152499999995,28.8579458?authuser=0&entry=ttu
Reviews: 0 reviews

Name: Sariaslan Hukuki Danismanlik ve Avukatlik Burosu
link: https://www.google.com/maps/search/Sar%C4%B1aslan+Hukuki+Dan%C4%B1%C5%9Fmanl%C4%B1k+ve+Avukatl%C4%B1k+B%C3%BCrosu/@41.036684,28.8610419?authuser=0&entry=ttu
Reviews: 2 reviews

Name: Kaptan Avukatlik & Danismanlik
link: https://www.google.com/maps/search/Kaptan+Avukatl%C4%B1k+%26+Dan%C4%B1%C5%9Fmanl%C4%B1k/@41.0466961,28.810068599999997?authuser=0&entry=ttu
Reviews: 1 reviews

Name: Yazar Patent
link: https://www.google.com/maps/search/Yazar+Patent/@41.0498265,28.830092499999996?authuser=0&entry=ttu
Reviews: 0 reviews

Name: Guler Hukuk & Danismanlik
link: https://www.google.com/maps/search/G%C3%BCler+Hukuk+%26+Dan%C4%B1%C5%9Fmanl%C4%B1k/@41.0670655,28.8299639?authuser=0&entry=ttu
Reviews: 21 reviews",http://selahaddinyayli.av.tr/,Yayli Hukuk ve Danismanlik-Bagcilar Bosanma Avukati-Ceza Avukati-Miras Avukati-Deport Avukati-Icra Avukati-Is Avukati (Sahibi),https://www.google.com/maps/contrib/118110862408662377580,https://lh5.googleusercontent.com/p/AF1QipOZXrJXEdLgfs5Y7hgwF7Kp4glF_LyEq8isbco_=w427-h240-k-no,Avukat,"Avukat, Ceza Avukati, Bosanma Avukati, Sigorta Hukuku Avukati, Is Hukuku Avukati",4.3,24 saat acik,Open All Days,0555 391 61 57,"Yavuz Selim, Yayli Hukuk ve Danismanlik-Bagcilar Bosanma Avukati-Ceza Avukati-Miras Avukati-Deport Avukati-Icra Avukati-Is Avukati, Kayalar Is Merkezi, 1020. Sk. No:1 K:3 D:62, 34203 Bagcilar/Istanbul",,https://www.google.com/maps/place/?q=place_id:ChIJQ9YpPCylyhQRc38m_QmfyVE,1,av.selahaddinyayli@gmail.com,selahaddinyayli.av.tr,,,0,gmail.com,False,Kayalar Is Merkezi
ChIJx7cs7uDHyhQRATVi0ZaWhUk,Sogancioglu Hukuk,,0,,"Name: SOGANCIOGLU Hukuk Burosu
link: https://www.google.com/maps/search/SO%C4%9EANCIO%C4%9ELU+Hukuk+B%C3%BCrosu/@40.992827399999996,29.124853999999996?authuser=0&entry=ttu
Reviews: 0 reviews

Name: Sogancioglu Hukuk Burosu
link: https://www.google.com/maps/search/So%C4%9Fanc%C4%B1o%C4%9Flu+Hukuk+B%C3%BCrosu/@40.990156,29.130279299999998?authuser=0&entry=ttu
Reviews: 0 reviews

Name: Alisiroglu Hukuk Burosu
link: https://www.google.com/maps/search/Ali%C5%9Firo%C4%9Flu+Hukuk+B%C3%BCrosu/@40.992062,29.115027?authuser=0&entry=ttu
Reviews: 2 reviews

Name: Sengun - Sengun Ve Ortaklari Avukatlik Burosu
link: https://www.google.com/maps/search/%C5%9Eeng%C3%BCn+-+%C5%9Eeng%C3%BCn+Ve+Ortaklari+Avukatlik+B%C3%BCrosu/@40.992225000000005,29.126041999999998?authuser=0&entry=ttu
Reviews: 0 reviews

Name: Asal Hukuk
link: https://www.google.com/maps/search/Asal+Hukuk/@40.9946811,28.795417699999994?authuser=0&entry=ttu
Reviews: 21 reviews",http://www.sogancioglu.com/,Sogancioglu Hukuk (Sahibi),,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=MsHZtObgTjd3hzujbToKYQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=180.97662&pitch=0&thumbfov=100,Hukuk Burosu,Hukuk Burosu,,,Open All Days,(0216) 455 59 59,"Sogancioglu Hukuk, Sedef Cd, Atasehir Blv. No:9 K:4, 34758",,https://www.google.com/maps/place/?q=place_id:ChIJx7cs7uDHyhQRATVi0ZaWhUk,0,bilgi@sogancioglu.com,sogancioglu.com,,,0,sogancioglu.com,True,Sedef Caddesi
ChIJD-KChc23yhQR4RCTlIA0WfA,Uluca Avukatlik Ortakligi,,0,48,"Name: Udak Hukuk Ve Danismanlik
link: https://www.google.com/maps/search/Udak+Hukuk+Ve+Dan%C4%B1%C5%9Fmanl%C4%B1k/@41.0663622,29.004559499999996?authuser=0&entry=ttu
Reviews: 4 reviews

Name: Telli Avukatlik Ortakligi
link: https://www.google.com/maps/search/Telli+Avukatl%C4%B1k+Ortakl%C4%B1%C4%9F%C4%B1/@41.0590371,28.9726499?authuser=0&entry=ttu
Reviews: 42 reviews

Name: arghukuk
link: https://www.google.com/maps/search/arghukuk/@41.069199499999996,29.008113599999994?authuser=0&entry=ttu
Reviews: 20 reviews

Name: Zeyrek Hukuk, Arabuluculuk ve Danismanlik
link: https://www.google.com/maps/search/Zeyrek+Hukuk%2C+Arabuluculuk+ve+Dan%C4%B1%C5%9Fmanl%C4%B1k/@41.0637979,28.9951316?authuser=0&entry=ttu
Reviews: 14 reviews

Name: Unutulma Hakki | Unutulmahakki.com
link: https://www.google.com/maps/search/Unutulma+Hakk%C4%B1+%7C+Unutulmahakki.com/@41.0566008,29.016955600000003?authuser=0&entry=ttu
Reviews: 0 reviews",https://www.ulucahukuk.com/,Uluca Avukatlik Ortakligi (Sahibi),https://www.google.com/maps/contrib/102198514493698256289,https://lh5.googleusercontent.com/p/AF1QipM6iNoIyhfPCNSnj9CAaGeT0m0NYyh52ARdRU1m=w408-h275-k-no,Hukuk Burosu,Hukuk Burosu,4.7,08:00-19:00,Pazar,0850 259 0852,"Gayrettepe, Uluca Avukatlik Ortakligi, Fulya Mah, Mevlut Pehlivan Sk. No:26 K:3, 34394 Sisli/Istanbul",,https://www.google.com/maps/place/?q=place_id:ChIJD-KChc23yhQR4RCTlIA0WfA,0,info@ulucahukuk.com,ulucahukuk.com,,,0,ulucahukuk.com,True,Mevlut Pehli̇van Sokagi
ChIJG0evFFzIyhQRxXaXuIk8DCc,Aytemis Hukuk Burosu,,0,2,"Name: Avukat Mehmet Ali Helvaci & HELVACI Hukuk Burosu
link: https://www.google.com/maps/search/Avukat+Mehmet+Ali+Helvac%C4%B1+%26+HELVACI+Hukuk+B%C3%BCrosu/@40.921445299999995,29.1596528?authuser=0&entry=ttu
Reviews: 23 reviews

Name: AVUKAT FUL YILDIZ HUKUK BUROSU
link: https://www.google.com/maps/search/AVUKAT+FUL+YILDIZ+HUKUK+B%C3%9CROSU/@40.9223813,29.159004399999997?authuser=0&entry=ttu
Reviews: 2 reviews

Name: Eyuboglu Hukuk Burosu
link: https://www.google.com/maps/search/Ey%C3%BCbo%C4%9Flu+Hukuk+B%C3%BCrosu/@40.9228447,29.1571732?authuser=0&entry=ttu
Reviews: 0 reviews

Name: Aytas Hukuk Burosu
link: https://www.google.com/maps/search/Ayta%C5%9F+Hukuk+B%C3%BCrosu/@40.911079,29.178548?authuser=0&entry=ttu
Reviews: 2 reviews",http://www.aytemis.av.tr/,Aytemis Hukuk Burosu (Sahibi),https://www.google.com/maps/contrib/111504491784050947152,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ZwxrhhfweIKZh0XOBbP4oA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=209.01836&pitch=0&thumbfov=100,Hukuk Burosu,Hukuk Burosu,5,09:00-18:30,Pazar,0506 157 87 87,"Aytemis Hukuk Burosu, Cevizli Mah. Zuhal Caddesi No:46C A3 Blok D:35 RITIM, 34846 Maltepe/Istanbul",,https://www.google.com/maps/place/?q=place_id:ChIJG0evFFzIyhQRxXaXuIk8DCc,1,info@aytemis.av.tr,aytemis.av.tr,,,0,aytemis.av.tr,True,Zuhal caddesi
ChIJYxTfvqe8yhQRxcG2ON7J6VI,Aybek Hukuk Danismanlik,,FALSE,4,,http://www.aybek.av.tr/,,,,Hukuk Burosu,,4,,,(0212) 571 49 45,"Aybek Hukuk Danismanlik, 2 Kartaltepe Incirli Cd. &, Yesil Adali Sk. 2/1, 34145 Bakirkoy/Istanbul",,https://www.google.com/maps/place/Aybek+Hukuk+Dan%C4%B1%C5%9Fmanl%C4%B1k/data=!4m7!3m6!1s0x14cabca7bedf1463:0x52e9c9de38b6c1c5!8m2!3d40.9847146!4d28.8729762!16s%2Fg%2F11g6xs_vxl!19sChIJYxTfvqe8yhQRxcG2ON7J6VI?authuser=0&hl=tr&rclk=1,,pelin@aybek.av.tr,aybek.av.tr,,,0,aybek.av.tr,True,Yesi̇l Adali̇ sokagi
ChIJ4ZTTC3q3yhQRzLp2TwsCCzI,Bahar Genc Avukatlik ve Arabuluculuk Burosu,,0,5,"Name: TANDOGAN AVUKATLIK & ARABULUCULUK
link: https://www.google.com/maps/search/TANDO%C4%9EAN+AVUKATLIK+%26+ARABULUCULUK/@41.012937,29.054593?authuser=0&entry=ttu
Reviews: 1 reviews

Name: BRN Avukatlik Burosu
link: https://www.google.com/maps/search/BRN+Avukatl%C4%B1k+B%C3%BCrosu/@41.0129861,29.054592300000003?authuser=0&entry=ttu
Reviews: 1 reviews

Name: Alperen Hukuk Burosu
link: https://www.google.com/maps/search/Alperen+Hukuk+B%C3%BCrosu/@40.911539,29.178618999999994?authuser=0&entry=ttu
Reviews: 13 reviews

Name: Emek Hukuk Burosu
link: https://www.google.com/maps/search/Emek+Hukuk+B%C3%BCrosu/@40.9950773,29.039380100000002?authuser=0&entry=ttu
Reviews: 3 reviews

Name: Bilgic Law Firm
link: https://www.google.com/maps/search/Bilgi%C3%A7+Law+Firm/@40.998736099999995,29.0482412?authuser=0&entry=ttu
Reviews: 10 reviews",http://www.bahargenc.av.tr/,Bahar Genc Avukatlik ve Arabuluculuk Burosu (Sahibi),,https://lh5.googleusercontent.com/p/AF1QipNThPdjMfBMD-PtrGQufRAEu5uLP2hPXLWvMqgQ=w426-h240-k-no,Hukuk Burosu,Hukuk Burosu,4.6,09:00-18:00,"Cumartesi, Pazar",(0216) 402 10 14,"Bahar Genc Avukatlik ve Arabuluculuk Burosu, Acibadem Caddesi Pitrak Sokak, Bicakci Apartmani No:2 D:9, 34660 Uskudar",,https://www.google.com/maps/place/?q=place_id:ChIJ4ZTTC3q3yhQRzLp2TwsCCzI,1,mail@bahargenc.av.tr,bahargenc.av.tr,,,0,bahargenc.av.tr,True,Pi̇trak sokagi
ChIJq0ZMVK-jyhQR75Yz34iOYRk,AYTIMUR HUKUK BUROSU/LAW FIRM,,0,,"Name: Yaman Hukuk
link: https://www.google.com/maps/search/Yaman+Hukuk/@40.977858499999996,28.792190299999998?authuser=0&entry=ttu
Reviews: 0 reviews

Name: Anlas Hukuk Burosu
link: https://www.google.com/maps/search/Anla%C5%9F+Hukuk+B%C3%BCrosu/@40.987618999999995,28.797145999999994?authuser=0&entry=ttu
Reviews: 23 reviews

Name: Florya Hukuk Burosu Avukatlik ve Danismanlik
link: https://www.google.com/maps/search/Florya+Hukuk+B%C3%BCrosu+Avukatl%C4%B1k+ve+Dan%C4%B1%C5%9Fmanl%C4%B1k/@40.9862313,28.7964067?authuser=0&entry=ttu
Reviews: 73 reviews

Name: SAHIN Avukatlik Burosu
link: https://www.google.com/maps/search/%C5%9EAH%C4%B0N+Avukatl%C4%B1k+B%C3%BCrosu/@40.9874873,28.7973631?authuser=0&entry=ttu
Reviews: 9 reviews

Name: Murekkep Hukuk Burosu
link: https://www.google.com/maps/search/M%C3%BCrekkep+Hukuk+B%C3%BCrosu/@40.982914099999995,28.7944658?authuser=0&entry=ttu
Reviews: 8 reviews",http://www.aytimurhukuk.com/,AYTIMUR HUKUK BUROSU/LAW FIRM (Sahibi),,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=5lGmceNVcHW5OZaldrrgAA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=55.369587&pitch=0&thumbfov=100,Hukuk Burosu,Hukuk Burosu,,,Open All Days,(0212) 425 73 48,"AYTIMUR HUKUK BUROSU/LAW FIRM, Senlikkoy Mahallesi Hurriyet Caddesi No:3 Karabey, Florya Cd. No:3/2 Sitesi A Blok, 34153 Bakirkoy",,https://www.google.com/maps/place/?q=place_id:ChIJq0ZMVK-jyhQR75Yz34iOYRk,1,info@aytimurhukuk.com,aytimurhukuk.com,,,0,aytimurhukuk.com,True,Hurri̇yet Caddesi
ChIJHSoYtJWhyhQRJn1uXShWdS8,ILALAN Hukuk&Danismanlik,,0,1,"Name: ILALAN HUKUK&DANISMANLIK
link: https://www.google.com/maps/search/%C4%B0LALAN+HUKUK%26DANI%C5%9EMANLIK/@41.0204105,29.026172100000004?authuser=0&entry=ttu
Reviews: 0 reviews

Name: ATSA HUKUK VE DANISMANLIK
link: https://www.google.com/maps/search/ATSA+HUKUK+VE+DANI%C5%9EMANLIK/@40.9951052,28.8249746?authuser=0&entry=ttu
Reviews: 2 reviews

Name: Ilke Hukuk Burosu
link: https://www.google.com/maps/search/%C4%B0lke+Hukuk+B%C3%BCrosu/@40.99174680000001,28.834557299999997?authuser=0&entry=ttu
Reviews: 2 reviews

Name: REAL HUKUK & DANISMANLIK BUROSU
link: https://www.google.com/maps/search/REAL+HUKUK+%26+DANI%C5%9EMANLIK+B%C3%9CROSU/@40.9924933,28.8265629?authuser=0&entry=ttu
Reviews: 26 reviews

Name: Alkan Hukuk Burosu
link: https://www.google.com/maps/search/Alkan+Hukuk+B%C3%BCrosu/@40.996080600000006,28.826386799999998?authuser=0&entry=ttu
Reviews: 2 reviews",http://www.yunusemreilalan.av.tr/,ILALAN Hukuk&Danismanlik (Sahibi),https://www.google.com/maps/contrib/112317417184923200288,,Avukat,Avukat,4,08:30-18:00,Pazar,(0212) 809 50 34,"ILALAN Hukuk&Danismanlik, Cobancesme Mahallesi, Sanayi Caddesi, No:44 Nish Istanbul B Blok Ofis:18, 34196 Bahcelievler",,https://www.google.com/maps/place/?q=place_id:ChIJHSoYtJWhyhQRJn1uXShWdS8,1,ilalan@yunusemreilalan.av.tr,yunusemreilalan.av.tr,,,0,yunusemreilalan.av.tr,True,Sanayi̇ caddesi
ChIJnY_SIVS6yhQRwx0P6XxS47w,Idea Hukuk - Av. Mehmet Said UCAR,,0,9,"Name: Ide Hukuk Burosu- Av. Birgul TIRIC
link: https://www.google.com/maps/search/%C4%B0de+Hukuk+B%C3%BCrosu-+Av.+Birg%C3%BCl+T%C4%B0R%C4%B0%C3%87/@41.062562199999995,28.9870313?authuser=0&entry=ttu
Reviews: 2 reviews

Name: Idea Hukuk
link: https://www.google.com/maps/search/%C4%B0dea+Hukuk/@41.0673508,28.9896843?authuser=0&entry=ttu
Reviews: 0 reviews

Name: IDEA Hukuk ve Arabuluculuk Burosu
link: https://www.google.com/maps/search/IDEA+Hukuk+ve+Arabuluculuk+B%C3%BCrosu/@40.9939074,28.879750500000004?authuser=0&entry=ttu
Reviews: 1 reviews

Name: UCAR HUKUK & DANISMANLIK
link: https://www.google.com/maps/search/U%C3%87AR+HUKUK+%26+DANI%C5%9EMANLIK/@41.066134,29.006835999999996?authuser=0&entry=ttu
Reviews: 5 reviews

Name: Av. Ali Emir Acar hukuk ve danismanlik burosu
link: https://www.google.com/maps/search/Av.+Ali+Emir+Acar+hukuk+ve+dan%C4%B1%C5%9Fmanl%C4%B1k+b%C3%BCrosu/@41.0369828,28.859091399999997?authuser=0&entry=ttu
Reviews: 0 reviews",http://ideahukuk.net/,Idea Hukuk - Av. Mehmet Said UCAR (Sahibi),https://www.google.com/maps/contrib/102313181545013593507,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=028SGpH2Nmx9fxAAsfYtZQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=111.712975&pitch=0&thumbfov=100,Avukat,Avukat,3.9,09:00-18:00,"Cumartesi, Pazar",0532 646 22 15,"Emniyettepe Mah, Idea Hukuk - Av. Mehmet Said UCAR, Kazim Karabekir Cd. No:3 Kat:1, 34010 Eyupsultan/Istanbul",,https://www.google.com/maps/place/?q=place_id:ChIJnY_SIVS6yhQRwx0P6XxS47w,1,emel@ideahukuk.net,ideahukuk.net,,,0,ideahukuk.net,True,Kazi̇m Karabeki̇r caddesi
ChIJNV_cUXm1yhQRmipJ2UQZHJE,TERCAN LEGAL,,0,1,"Name: TERCAN HUKUK BUROSU
link: https://www.google.com/maps/search/TERCAN+HUKUK+B%C3%9CROSU/@41.067037899999995,29.001889?authuser=0&entry=ttu
Reviews: 7 reviews

Name: Tercangok Hukuk Burosu
link: https://www.google.com/maps/search/Tercang%C3%B6k+Hukuk+B%C3%BCrosu/@41.06709,29.002955999999998?authuser=0&entry=ttu
Reviews: 1 reviews

Name: Tercan&Ildir Law Office
link: https://www.google.com/maps/search/Tercan%26Ildir+Law+Office/@41.0627192,28.9895973?authuser=0&entry=ttu
Reviews: 0 reviews

Name: Satir & Tonbul Avukatlik ve Danismanlik Burosu
link: https://www.google.com/maps/search/%C5%9Eat%C4%B1r+%26+Tonbul+Avukatl%C4%B1k+ve+Dan%C4%B1%C5%9Fmanl%C4%B1k+B%C3%BCrosu/@41.1099962,29.0205584?authuser=0&entry=ttu
Reviews: 7 reviews",http://www.tercanlegal.com/,TERCAN LEGAL (Sahibi),https://www.google.com/maps/contrib/105981613704228605504,https://lh5.googleusercontent.com/p/AF1QipNEzKTtHkXdaTs7BVCYYUPANJJqjBVAmCQxRTOn=w412-h240-k-no,Hukuk Burosu,"Hukuk Burosu, Avukatlik Danisma Hizmeti, Medeni Hukuk Avukati, Avukat",5,09:00-19:30,Pazar,(0212) 912 52 48,"Maslak, TERCAN LEGAL, Giz 2000, Eski Buyukdere Cd. No:7, 34398 Sariyer/Istanbul",,https://www.google.com/maps/place/?q=place_id:ChIJNV_cUXm1yhQRmipJ2UQZHJE,0,info@tercanlegal.com,tercanlegal.com,,,0,tercanlegal.com,True,Eski̇ Buyukdere caddesi
ChIJpUba2n63yhQRKq7LxYMQdJc,AES Hukuk Ofisi,,0,11,"Name: Esenyel & Partners Lawyers & Consultants
link: https://www.google.com/maps/search/Esenyel+%26+Partners+Lawyers+%26+Consultants/@41.0828577,29.0166461?authuser=0&entry=ttu
Reviews: 36 reviews

Name: AES Hukuk
link: https://www.google.com/maps/search/AES+Hukuk/@41.0676431,29.006710499999997?authuser=0&entry=ttu
Reviews: 0 reviews

Name: Aksan Hukuk Burosu
link: https://www.google.com/maps/search/Aksan+Hukuk+B%C3%BCrosu/@41.086021800000005,29.0124178?authuser=0&entry=ttu
Reviews: 93 reviews

Name: Arslan Hukuk Burosu
link: https://www.google.com/maps/search/Arslan+Hukuk+B%C3%BCrosu/@41.0800663,29.0178511?authuser=0&entry=ttu
Reviews: 9 reviews

Name: ECS LEGAL LAW FIRM
link: https://www.google.com/maps/search/ECS+LEGAL+LAW+FIRM/@41.0706543,29.013629200000004?authuser=0&entry=ttu
Reviews: 2 reviews",https://aeslawoffice.com/,AES Hukuk Ofisi (Sahibi),https://www.google.com/maps/contrib/109407686482981599786,https://lh5.googleusercontent.com/p/AF1QipN5FDsgJrp23VuVAYACf8SgfmWXkpr9fjRkzQm4=w408-h306-k-no,Hukuk Burosu,"Hukuk Burosu, Avukatlik Danisma Hizmeti, Hukuk Hizmetleri",5,09:00-18:00,"Cumartesi, Pazar",(0212) 213 13 14,"Levent, AES Hukuk Ofisi, Sakayikli Sk. No: 6, 34330 Besiktas/Istanbul",,https://www.google.com/maps/place/?q=place_id:ChIJpUba2n63yhQRKq7LxYMQdJc,1,drfatihaydogan@aeslawoffice.com,aeslawoffice.com,,,0,aeslawoffice.com,True,Sakayi̇kli̇ sokagi
ChIJAQAwsUS7yhQROI94MzaA5SQ,Can Law and Consultancy Firm,,FALSE,,,http://avtubacan.com/,,,,Hukuk Burosu,,,,,(0212) 572 85 92,"Osmaniye, Can Law and Consultancy Firm, Caglar Sk. No:18/20, FLAT:3 Bakirkoy/Istanbul",,https://www.google.com/maps/place/Can+Law+and+Consultancy+Firm/data=!4m7!3m6!1s0x14cabb44b1300001:0x24e5803633788f38!8m2!3d40.9949264!4d28.8761099!16s%2Fg%2F11l372w3v1!19sChIJAQAwsUS7yhQROI94MzaA5SQ?authuser=0&hl=tr&rclk=1,,info@avtubacan.com,avtubacan.com,,,0,avtubacan.com,True,Caglar sokagi
ChIJYxTfvqe8yhQRxcG2ON7J6VI,Aybek Hukuk Danismanlik,,FALSE,4,,http://www.aybek.av.tr/,,,,Hukuk Burosu,,4,,,(0212) 571 49 45,"Aybek Hukuk Danismanlik, 2 Kartaltepe Incirli Cd. &, Yesil Adali Sk. 2/1, 34145 Bakirkoy/Istanbul",,https://www.google.com/maps/place/Aybek+Hukuk+Dan%C4%B1%C5%9Fmanl%C4%B1k/data=!4m7!3m6!1s0x14cabca7bedf1463:0x52e9c9de38b6c1c5!8m2!3d40.9847146!4d28.8729762!16s%2Fg%2F11g6xs_vxl!19sChIJYxTfvqe8yhQRxcG2ON7J6VI?authuser=0&hl=tr&rclk=1,,aybek@aybek.av.tr,aybek.av.tr,,,0,aybek.av.tr,True,Yesi̇l Adali̇ sokagi
